report_folder,model_name,uml_txt_file,testcase_csv_file,num_testcases,num_concepts,num_flows,num_validations,concept_coverage,flow_coverage,validation_coverage,semantic_coverage,validation_status
Report_23_uml_pages,BAAI/bge-large-en-v1.5,Report_23_uml_pages.txt,Report_23_uml_pages_testcases.csv,25,24,98,0,0.7568148672580719,0.755523324620967,1.0,0.8374460639596797,no_validations_in_txt_assumed_100_percent
Report_24_uml_pages,BAAI/bge-large-en-v1.5,Report_24_uml_pages.txt,Report_24_uml_pages_testcases.csv,24,9,58,0,0.7323327461878458,0.7197403774179262,1.0,0.8173577078685907,no_validations_in_txt_assumed_100_percent
Report_25_uml_pages,BAAI/bge-large-en-v1.5,Report_25_uml_pages.txt,Report_25_uml_pages_testcases.csv,23,10,138,5,0.8126482665538788,0.8016663275767064,0.8240718483924866,0.8127954808410239,computed_from_txt_validations
Report_26_uml_pages,BAAI/bge-large-en-v1.5,Report_26_uml_pages.txt,Report_26_uml_pages_testcases.csv,27,19,226,1,0.7449605496306169,0.7547278340938872,0.7620023488998413,0.7538969108747818,computed_from_txt_validations
Report_27_uml_pages,BAAI/bge-large-en-v1.5,Report_27_uml_pages.txt,Report_27_uml_pages_testcases.csv,29,11,73,1,0.7685786106369712,0.7682197036808485,0.7464462518692017,0.7610815220623405,computed_from_txt_validations
Report_28_uml_pages,BAAI/bge-large-en-v1.5,Report_28_uml_pages.txt,Report_28_uml_pages_testcases.csv,23,14,98,2,0.7279761476176125,0.740806661698283,0.7113580107688904,0.7267136066949287,computed_from_txt_validations
Report_29_uml_pages,BAAI/bge-large-en-v1.5,Report_29_uml_pages.txt,Report_29_uml_pages_testcases.csv,28,15,76,0,0.7656611641248067,0.759026910913618,1.0,0.8415626916794748,no_validations_in_txt_assumed_100_percent
Report_2_uml_pages,BAAI/bge-large-en-v1.5,Report_2_uml_pages.txt,Report_2_uml_pages_testcases.csv,17,17,92,8,0.7727824414477629,0.7888103827186252,0.8350197076797485,0.7988708439487122,computed_from_txt_validations
Report_30_uml_pages,BAAI/bge-large-en-v1.5,Report_30_uml_pages.txt,Report_30_uml_pages_testcases.csv,29,15,55,0,0.7800912698109944,0.7667830304665999,1.0,0.8489581000925314,no_validations_in_txt_assumed_100_percent
Report_31_uml_pages,BAAI/bge-large-en-v1.5,Report_31_uml_pages.txt,Report_31_uml_pages_testcases.csv,30,11,48,0,0.7543219815601002,0.7572778003911177,1.0,0.8371999273170726,no_validations_in_txt_assumed_100_percent
Report_32_uml_pages,BAAI/bge-large-en-v1.5,Report_32_uml_pages.txt,Report_32_uml_pages_testcases.csv,24,28,175,1,0.7414757162332535,0.761532678604126,0.7456681728363037,0.7495588558912277,computed_from_txt_validations
Report_33_uml_pages,BAAI/bge-large-en-v1.5,Report_33_uml_pages.txt,Report_33_uml_pages_testcases.csv,8,34,121,1,0.762752618859796,0.7747399398118011,0.7313728928565979,0.7562884838427317,computed_from_txt_validations
Report_3_uml_pages,BAAI/bge-large-en-v1.5,Report_3_uml_pages.txt,Report_3_uml_pages_testcases.csv,25,8,103,3,0.8133273795247078,0.8019337978177857,0.8034270207087199,0.8062293993504044,computed_from_txt_validations
Report_4_uml_pages,BAAI/bge-large-en-v1.5,Report_4_uml_pages.txt,Report_4_uml_pages_testcases.csv,21,15,70,0,0.7583207607269287,0.7633511023862022,1.0,0.8405572877043769,no_validations_in_txt_assumed_100_percent
Report_5_uml_pages,BAAI/bge-large-en-v1.5,Report_5_uml_pages.txt,Report_5_uml_pages_testcases.csv,24,13,67,4,0.8001539753033564,0.793810374701201,0.821837991476059,0.8052674471602055,computed_from_txt_validations
Report_6_uml_pages,BAAI/bge-large-en-v1.5,Report_6_uml_pages.txt,Report_6_uml_pages_testcases.csv,25,7,61,2,0.7827055369104657,0.7677619769924977,0.812008798122406,0.7874921040084565,computed_from_txt_validations
Report_7_uml_pages,BAAI/bge-large-en-v1.5,Report_7_uml_pages.txt,Report_7_uml_pages_testcases.csv,19,15,126,0,0.7192048668861389,0.722815782304794,1.0,0.8140068830636443,no_validations_in_txt_assumed_100_percent
Report_8_uml_pages,BAAI/bge-large-en-v1.5,Report_8_uml_pages.txt,Report_8_uml_pages_testcases.csv,23,8,34,2,0.7239145785570145,0.7286520232172573,0.7265753746032715,0.7263806587925145,computed_from_txt_validations
Report_9_uml_pages,BAAI/bge-large-en-v1.5,Report_9_uml_pages.txt,Report_9_uml_pages_testcases.csv,14,25,166,6,0.7409106564521789,0.7399034227233335,0.7834123075008392,0.7547421288921172,computed_from_txt_validations
